,Gu,Dong,Name,Date,Price,Area,Floor,건축년도,Address,Year,Month,Interest Rate,Jeonse Index,Total Population,Children,Adolescent,Youth,Middle-Aged,Old Age,Consumption
2005,성북구,장위동,꿈의숲아이파크,20240122,86300,59.1,6.0,2022.0,성북구 장위동 0323-0000,2024,202401,3.5,58.5,51957,0.08788036260754085,0.10818561502781146,0.22418538406759436,0.40208249129087514,0.1776661470061782,6.243843158944652
2006,동작구,사당동,래미안로이파크,20240122,143000,84.98,3.0,2018.0,동작구 사당동 1159-0000,2024,202401,3.5,58.5,96726,0.06730351715154147,0.09275685958273887,0.293261377499328,0.36095775696296756,0.18569981183962947,6.3183700971323
2007,노원구,월계동,미성,20240122,64000,50.14,10.0,1986.0,노원구 월계동 0013-0000,2024,202401,3.5,58.5,74540,0.07257848135229407,0.11299973168768447,0.2045613093640998,0.3933324389589482,0.21651462302119667,6.329893617879786
2008,용산구,이촌동,점보,20240122,180000,177.62,17.0,1974.0,용산구 이촌동 0300-0010,2024,202401,3.5,58.5,32810,0.1081377628771716,0.11578786955196586,0.19521487351417252,0.402560195062481,0.17829929899420907,7.12279496248059
2009,마포구,상수동,래미안밤섬리베뉴Ⅱ,20240122,143000,84.82,3.0,2014.0,마포구 상수동 0398-0000,2024,202401,3.5,58.5,7412,0.0744738262277388,0.13397193739881275,0.32838640043173234,0.33000539665407447,0.13316243928764165,7.625313276334186
2010,송파구,오금동,송파호반베르디움더퍼스트,20240122,115000,101.46,2.0,2018.0,송파구 오금동 0619-0000,2024,202401,3.5,58.5,37415,0.08189228918882802,0.11353735132968061,0.21897634638513966,0.40799144728050246,0.17760256581584927,7.869572645979376
2011,강북구,미아동,젬스톤타운,20240122,47000,78.09,3.0,2006.0,강북구 미아동 0103-0183,2024,202401,3.5,58.5,127024,0.06653073434941428,0.11408867615568712,0.20078095478019903,0.41477988411638744,0.20381187807028592,5.830852328093665
2012,동작구,대방동,아데나339,20240122,15000,15.36,6.0,2012.0,동작구 대방동 0515-0000,2024,202401,3.5,58.5,35667,0.07185914150335043,0.14380239437014608,0.25093223427818434,0.380772142316427,0.15263408753189223,6.3183700971323
2013,성북구,종암동,종암에스케이,20240122,72000,84.72,17.0,1999.0,성북구 종암동 0104-0001,2024,202401,3.5,58.5,37609,0.08051264325028584,0.1336648142731793,0.2102422292536361,0.3952245473158021,0.1803557659070967,6.243843158944652
2014,은평구,응암동,우성,20240122,51500,64.62,12.0,1988.0,은평구 응암동 0694-0001,2024,202401,3.5,58.5,83476,0.09302074847860463,0.10249652594757774,0.23798457041544877,0.38905793281901385,0.17744022233935502,6.1339627425260215
2015,노원구,중계동,주공4,20240122,70000,76.51,10.0,1991.0,노원구 중계동 0358-0002,2024,202401,3.5,58.5,100880,0.08804520222045996,0.16444290245836637,0.15537272006344172,0.42939135606661377,0.16274781919111816,6.329893617879786
2016,동작구,흑석동,중앙궁전빌라트,20240122,70000,121.68,4.0,2000.0,동작구 흑석동 0191-0008,2024,202401,3.5,58.5,30013,0.1005564255489288,0.12018125478959117,0.23066671109186018,0.3878985772831773,0.16069703128644255,6.3183700971323
2017,성북구,정릉동,대우,20240122,57000,84.83,13.0,2001.0,성북구 정릉동 1021-0000,2024,202401,3.5,58.5,77874,0.06902175308832216,0.13262449598068676,0.20992885943960757,0.38810129183039266,0.20032359966099084,6.243843158944652
2018,동작구,흑석동,우리유앤미,20240122,68000,59.66,3.0,2003.0,동작구 흑석동 0329-0000,2024,202401,3.5,58.5,30013,0.1005564255489288,0.12018125478959117,0.23066671109186018,0.3878985772831773,0.16069703128644255,6.3183700971323
2019,성북구,석관동,중앙하이츠,20240122,47800,59.79,5.0,1994.0,성북구 석관동 0110-0002,2024,202401,3.5,58.5,33768,0.0652392797915186,0.09953210139777303,0.22826344468135512,0.3937751717602464,0.21319000236910685,6.243843158944652
2020,강동구,천호동,다성이즈빌(320),20240122,63500,57.43,6.0,2017.0,강동구 천호동 0320-0000,2024,202401,3.5,58.5,84813,0.057019560680556046,0.08400834777687383,0.2861825427705658,0.3862261681581833,0.186563380613821,6.780687750503237
2021,동작구,흑석동,명수대현대,20240122,225000,124.95,7.0,1988.0,동작구 흑석동 0010-0000,2024,202401,3.5,58.5,30013,0.1005564255489288,0.12018125478959117,0.23066671109186018,0.3878985772831773,0.16069703128644255,6.3183700971323
2022,도봉구,창동,창동주공1단지,20240122,48500,49.94,4.0,1990.0,도봉구 창동 0305-0000,2024,202401,3.5,58.5,115486,0.06901269417938105,0.11223005385934226,0.21670159153490468,0.4111147671579239,0.1909322342102073,5.796132823935153
2023,동대문구,답십리동,청계지웰에스테이트,20240122,13000,19.53,9.0,2012.0,동대문구 답십리동 0498-0007,2024,202401,3.5,58.5,55278,0.09027099388545172,0.09607800571655993,0.2564854010637143,0.383787401859691,0.17337819747458302,6.662840571589715
2024,성북구,장위동,래미안포레카운티,20240122,81500,59.92,9.0,2021.0,성북구 장위동 0322-0000,2024,202401,3.5,58.5,51957,0.08788036260754085,0.10818561502781146,0.22418538406759436,0.40208249129087514,0.1776661470061782,6.243843158944652
2025,동작구,노량진동,우성,20240122,81000,59.82,16.0,1997.0,동작구 노량진동 0323-0000,2024,202401,3.5,58.5,31286,0.04743335677299751,0.10276161861535511,0.33238509237358566,0.33452662532762256,0.18289330691043917,6.3183700971323
2026,종로구,홍파동,경희궁자이(2단지),20240122,200000,84.61,4.0,2017.0,종로구 홍파동 0199-0000,2024,202401,3.5,58.5,1554,0.1377091377091377,0.10617760617760617,0.18018018018018017,0.4362934362934363,0.13963963963963963,7.980683949175714
2027,강북구,미아동,삼각산아이원,20240122,59300,59.76,16.0,2003.0,강북구 미아동 1357-0000,2024,202401,3.5,58.5,127024,0.06653073434941428,0.11408867615568712,0.20078095478019903,0.41477988411638744,0.20381187807028592,5.830852328093665
2028,영등포구,문래동3가,문래자이,20240122,153000,121.53,19.0,2001.0,영등포구 문래동3가 0054-0000,2024,202401,3.5,58.5,13533,0.11675164412916575,0.12059410330303702,0.2052020985738565,0.38727554865883396,0.17017660533510678,8.13031155597246
2029,도봉구,방학동,신동아아파트1,20240122,50000,84.87,7.0,1986.0,도봉구 방학동 0271-0001,2024,202401,3.5,58.5,72279,0.06895502151385603,0.10978292450089237,0.18269483529102507,0.42012202714481384,0.2184313562722229,5.796132823935153
2030,광진구,화양동,위너스힐(111-89),20240122,49367,27.2,7.0,2021.0,광진구 화양동 0111-0089,2024,202401,3.5,58.5,23134,0.016901530215267573,0.20848102360162532,0.47125443070804873,0.20653583470216996,0.09682718077288839,6.4299047834496745
2031,강동구,상일동,고덕아르테온,20240122,148000,84.97,22.0,2020.0,강동구 상일동 0519-0000,2024,202401,3.5,58.5,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
2032,강동구,상일동,고덕아르테온,20240122,139500,84.97,15.0,2020.0,강동구 상일동 0519-0000,2024,202401,3.5,58.5,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
2033,중구,신당동,남산타운,20240122,96500,59.94,9.0,2002.0,중구 신당동 0844-0000,2024,202401,3.5,58.5,67364,0.061130574193931475,0.08883082952318747,0.24756546523365597,0.3905943827563684,0.21187874829285672,8.41763434680424
2034,양천구,목동,부영2,20240122,179000,159.6,25.0,2000.0,양천구 목동 0908-0028,2024,202401,3.5,58.5,145375,0.09708684436801376,0.1499982803095443,0.20319862424763543,0.4174720550300946,0.13224419604471196,6.508188938883059
2035,중구,신당동,남산타운,20240122,111000,84.88,2.0,2002.0,중구 신당동 0844-0000,2024,202401,3.5,58.5,67364,0.061130574193931475,0.08883082952318747,0.24756546523365597,0.3905943827563684,0.21187874829285672,8.41763434680424
2036,성동구,하왕십리동,센트라스,20240122,122000,59.95,16.0,2016.0,성동구 하왕십리동 1070-0000,2024,202401,3.5,58.5,30254,0.10091227606266939,0.0992265485555629,0.26191577973160574,0.3899319098301051,0.14801348582005686,7.310219689497042
2037,송파구,문정동,파크하비오,20240122,143000,84.97,18.0,2016.0,송파구 문정동 0618-0000,2024,202401,3.5,58.5,61420,0.07000976880494952,0.0928036470205145,0.33230218169977205,0.3579941387170303,0.14689026375773365,7.869572645979376
2038,도봉구,도봉동,도봉파크빌3,20240122,55000,84.17,2.0,2002.0,도봉구 도봉동 0644-0000,2024,202401,3.5,58.5,46010,0.05761790915018474,0.08161269289284938,0.1905672679852206,0.4002390784612041,0.2699630515105412,5.796132823935153
2039,종로구,평창동,롯데캐슬로잔,20240122,135000,191.73,1.0,2009.0,종로구 평창동 0108-0000,2024,202401,3.5,58.5,11635,0.07984529437043404,0.11379458530296518,0.19656209712075634,0.4165019338203696,0.19321014181349377,7.980683949175714
2040,마포구,공덕동,공덕1삼성래미안,20240122,104500,59.74,14.0,1999.0,마포구 공덕동 0371-0000,2024,202401,3.5,58.5,25605,0.08666276117945713,0.09697324741261472,0.29634836945909004,0.3773872290568248,0.1426283928920133,7.625313276334186
2041,서대문구,연희동,성원,20240122,57500,59.61,2.0,2001.0,서대문구 연희동 0740-0000,2024,202401,3.5,58.5,33908,0.05267193582635366,0.13660493098973694,0.30276041052259056,0.3390940191105344,0.16886870355078448,6.6479324423494015
2042,성동구,성수동2가,롯데캐슬파크,20240122,148000,102.0,3.0,2003.0,성동구 성수동2가 0835-0000,2024,202401,3.5,58.5,24586,0.05592613682583584,0.0834214593671195,0.2779630684129179,0.3996990156999919,0.18299031969413487,7.310219689497042
2043,관악구,봉천동,프라비다M,20240122,14000,15.66,10.0,2014.0,관악구 봉천동 0893-0001,2024,202401,3.5,58.5,221702,0.05440185474195091,0.11782031736294665,0.34555845233692073,0.32166150959395945,0.16055786596422225,6.374571906375385
2044,강남구,역삼동,대명벨리온,20240122,17200,17.68,3.0,2012.0,강남구 역삼동 0727-0002,2024,202401,3.5,58.5,70497,0.0711661489141382,0.1251542618834844,0.32236832773025803,0.37937784586578155,0.10193341560633785,8.944714059811606
2045,노원구,월계동,월계센트럴아이파크,20240122,74500,59.99,9.0,2020.0,노원구 월계동 0951-0000,2024,202401,3.5,58.5,74540,0.07257848135229407,0.11299973168768447,0.2045613093640998,0.3933324389589482,0.21651462302119667,6.329893617879786
2046,구로구,구로동,하나세인스톤1차,20240122,13500,21.73,14.0,2011.0,구로구 구로동 0110-0008,2024,202401,3.5,58.5,114035,0.062121278554829656,0.09435699565922744,0.28011575393519533,0.3794536765028281,0.1839522953479195,7.212296533394964
2047,강서구,방화동,한숲마을대림,20240122,59800,84.83,14.0,1999.0,강서구 방화동 0862-0000,2024,202401,3.5,58.5,68811,0.06968362616442139,0.08997108020519975,0.24318786240572002,0.3842699568382962,0.21288747438636266,7.3853944332712524
2048,도봉구,도봉동,한신,20240122,52000,84.94,3.0,1995.0,도봉구 도봉동 0030-0001,2024,202401,3.5,58.5,46010,0.05761790915018474,0.08161269289284938,0.1905672679852206,0.4002390784612041,0.2699630515105412,5.796132823935153
2049,송파구,잠실동,리센츠,20240122,89500,27.68,9.0,2008.0,송파구 잠실동 0022-0000,2024,202401,3.5,58.5,105918,0.10435431182612964,0.1360297588700693,0.2145244434373761,0.3977794142638645,0.14730263033667554,7.869572645979376
2050,서초구,방배동,한신트리플,20240122,45000,43.93,11.0,2004.0,서초구 방배동 0816-0001,2024,202401,3.5,58.5,94366,0.08698048025771994,0.1315622152046288,0.21584045100989763,0.39628679821122015,0.16931945827946507,8.125860962031119
2051,송파구,잠실동,리센츠,20240122,229000,84.99,9.0,2008.0,송파구 잠실동 0022-0000,2024,202401,3.5,58.5,105918,0.10435431182612964,0.1360297588700693,0.2145244434373761,0.3977794142638645,0.14730263033667554,7.869572645979376
2052,강남구,삼성동,삼성동한솔아파트,20240122,140000,58.57,5.0,1998.0,강남구 삼성동 0004-0006,2024,202401,3.5,58.5,42657,0.09191926295801392,0.13224089832852756,0.23820240523243547,0.39941861828070424,0.1382188152003188,8.944714059811606
2053,강서구,염창동,송촌,20240122,78000,84.99,16.0,2005.0,강서구 염창동 0264-0018,2024,202401,3.5,58.5,41260,0.11577799321376636,0.12503635482307318,0.26951042171594763,0.380731943771207,0.10894328647600582,7.3853944332712524
2054,노원구,월계동,사슴3,20240122,31500,39.6,2.0,1995.0,노원구 월계동 0320-0011,2024,202401,3.5,58.5,74540,0.07257848135229407,0.11299973168768447,0.2045613093640998,0.3933324389589482,0.21651462302119667,6.329893617879786
2055,송파구,방이동,올림픽카운티,20240122,35000,38.22,5.0,2003.0,송파구 방이동 0051-0004,2024,202401,3.5,58.5,59132,0.07310762362172767,0.11727998376513563,0.28691740512751135,0.37401068795237774,0.14868429953324766,7.869572645979376
2056,중랑구,면목동,현대,20240122,68300,84.81,18.0,1994.0,중랑구 면목동 1502-0000,2024,202401,3.5,58.5,134638,0.06172848675708195,0.08672143079962566,0.24549532821343156,0.4107012878979189,0.19535346633194195,6.258485261159547
2057,구로구,개봉동,현대,20240122,85000,114.99,8.0,2001.0,구로구 개봉동 0481-0000,2024,202401,3.5,58.5,82340,0.07256497449599222,0.0964780179742531,0.2163832888025261,0.40179742530969154,0.21277629341753704,7.212296533394964
2058,동작구,신대방동,현대,20240122,86000,84.57,18.0,1996.0,동작구 신대방동 0707-0000,2024,202401,3.5,58.5,45337,0.08443434722191588,0.12274742484063789,0.26106711957121115,0.37335950768687826,0.15839160067935681,6.3183700971323
2059,강남구,압구정동,"현대10차(201,202동)",20240122,415000,108.15,12.0,1982.0,강남구 압구정동 0436-0000,2024,202401,3.5,58.5,30190,0.10082808877111626,0.13318979794633984,0.15968863862206029,0.40076184166942697,0.205498509440212,8.944714059811606
2060,영등포구,대림동,현대3차,20240122,55900,43.92,19.0,1997.0,영등포구 대림동 0608-0001,2024,202401,3.5,58.5,47007,0.053970685217095325,0.08907184036420107,0.24130448656583062,0.3968770608632757,0.21875465356223542,8.13031155597246
2061,도봉구,창동,현대조합,20240122,55000,59.91,11.0,2000.0,도봉구 창동 0813-0000,2024,202401,3.5,58.5,115486,0.06901269417938105,0.11223005385934226,0.21670159153490468,0.4111147671579239,0.1909322342102073,5.796132823935153
2062,구로구,개봉동,현대홈타운,20240122,76400,84.92,5.0,2001.0,구로구 개봉동 0480-0000,2024,202401,3.5,58.5,82340,0.07256497449599222,0.0964780179742531,0.2163832888025261,0.40179742530969154,0.21277629341753704,7.212296533394964
2063,서대문구,연희동,홍연,20240122,42000,52.59,2.0,1981.0,서대문구 연희동 0708-0004,2024,202401,3.5,58.5,33908,0.05267193582635366,0.13660493098973694,0.30276041052259056,0.3390940191105344,0.16886870355078448,6.6479324423494015
2064,성동구,옥수동,옥수파크힐스101동~116동,20240122,156000,59.91,9.0,2016.0,성동구 옥수동 0528-0000,2024,202401,3.5,58.5,25382,0.11189031597194862,0.08127807107398945,0.2561657867780317,0.38929162398550154,0.16137420219052873,7.310219689497042
2065,광진구,자양동,더샵스타시티,20240122,187000,127.95,50.0,2007.0,광진구 자양동 0227-0007,2024,202401,3.5,58.5,92572,0.06932981895173486,0.10706261072462515,0.26489651298448774,0.3891673508188221,0.1695329041178758,6.4299047834496745
2066,영등포구,당산동,훼미리하우스138,20240122,12400,14.28,12.0,2013.0,영등포구 당산동 0121-0108,2024,202401,3.5,58.5,8231,0.05989551694812295,0.10217470538209208,0.4808650224760053,0.26011420240554,0.09695055278823958,8.13031155597246
2067,영등포구,당산동,훼미리하우스138,20240122,12400,14.28,12.0,2013.0,영등포구 당산동 0121-0108,2024,202401,3.5,58.5,8231,0.05989551694812295,0.10217470538209208,0.4808650224760053,0.26011420240554,0.09695055278823958,8.13031155597246
2068,구로구,신도림동,SKVIEW,20240122,95000,84.96,7.0,2006.0,구로구 신도림동 0432-0001,2024,202401,3.5,58.5,36057,0.11393072080317275,0.11800759907923565,0.2480516959258951,0.38494605763097317,0.1350639265607233,7.212296533394964
2069,은평구,신사동,신사동한신휴플러스,20240122,55600,59.76,11.0,2003.0,은평구 신사동 0365-0000,2024,202401,3.5,58.5,45322,0.0631260756365562,0.10507038524336966,0.23275671859141256,0.40296103437624115,0.19608578615242045,6.1339627425260215
2070,은평구,신사동,신사동한신휴플러스,20240122,55600,59.76,11.0,2003.0,은평구 신사동 0365-0000,2024,202401,3.5,58.5,10830,0.06943674976915974,0.11126500461680518,0.27590027700831027,0.36611265004616805,0.1772853185595568,6.1339627425260215
2071,용산구,이촌동,이촌동삼성리버스위트,20240122,305000,134.9,10.0,2002.0,용산구 이촌동 0426-0000,2024,202401,3.5,58.5,32810,0.1081377628771716,0.11578786955196586,0.19521487351417252,0.402560195062481,0.17829929899420907,7.12279496248059
2072,서대문구,연희동,연희자이엘라,20240122,15300,13.64,13.0,2014.0,서대문구 연희동 0745-0000,2024,202401,3.5,58.5,33908,0.05267193582635366,0.13660493098973694,0.30276041052259056,0.3390940191105344,0.16886870355078448,6.6479324423494015
2073,강동구,둔촌동,둔촌푸르지오,20240122,120000,84.91,21.0,2010.0,강동구 둔촌동 0630-0000,2024,202401,3.5,58.5,24349,0.08534231385272496,0.10710912152449793,0.2407080372910592,0.39422563554971457,0.17261489178200337,6.780687750503237
2074,은평구,증산동,DMC센트럴자이(2단지),20240122,117000,59.97,14.0,2023.0,은평구 증산동 0258-0000,2024,202401,3.5,58.5,18240,0.07483552631578948,0.1137061403508772,0.23037280701754387,0.3918311403508772,0.1892543859649123,6.1339627425260215
2075,동작구,신대방동,보라매자이더포레스트,20240122,100000,59.94,10.0,2021.0,동작구 신대방동 0724-0000,2024,202401,3.5,58.5,45337,0.08443434722191588,0.12274742484063789,0.26106711957121115,0.37335950768687826,0.15839160067935681,6.3183700971323
2076,강동구,암사동,메이저(474-21),20240122,63000,83.2,6.0,2002.0,강동구 암사동 0474-0021,2024,202401,3.5,58.5,65746,0.09145803546983847,0.10356523590788794,0.2300976485261461,0.40226021354911323,0.17261886654701428,6.780687750503237
2077,은평구,수색동,DMCSKVIEW,20240122,165500,112.87,22.0,2023.0,은평구 수색동 0418-0000,2024,202401,3.5,58.5,20585,0.10439640514938062,0.11032305076512024,0.2603837745931504,0.3856691765848919,0.1392275929074569,6.1339627425260215
2078,동작구,흑석동,흑석한강센트레빌,20240122,160000,84.84,4.0,2011.0,동작구 흑석동 0335-0000,2024,202401,3.5,58.5,30013,0.1005564255489288,0.12018125478959117,0.23066671109186018,0.3878985772831773,0.16069703128644255,6.3183700971323
2079,영등포구,신길동,보라매에스케이뷰,20240122,138500,84.98,23.0,2020.0,영등포구 신길동 4958-0000,2024,202401,3.5,58.5,102393,0.07967341517486547,0.09619798228394519,0.26148271854521304,0.3806705536511285,0.18197533034484778,8.13031155597246
2080,강서구,등촌동,등촌동아이파크,20240122,96000,85.0,4.0,2004.0,강서구 등촌동 0715-0000,2024,202401,3.5,58.5,73652,0.06451963286808234,0.09247542497148753,0.3060880899364579,0.35747841199152774,0.17943844023244446,7.3853944332712524
2081,마포구,중동,현대,20240121,69000,59.55,11.0,2000.0,마포구 중동 0040-0012,2024,202401,3.5,58.5,9701,0.08875373672817236,0.15524172765694258,0.20152561591588497,0.41377177610555615,0.14070714359344397,7.625313276334186
2082,동작구,사당동,극동(105),20240121,96000,84.32,19.0,1993.0,동작구 사당동 0105-0000,2024,202401,3.5,58.5,96726,0.06730351715154147,0.09275685958273887,0.293261377499328,0.36095775696296756,0.18569981183962947,6.3183700971323
2083,서초구,우면동,서초힐스,20240121,134000,84.96,19.0,2012.0,서초구 우면동 0773-0000,2024,202401,3.5,58.5,27344,0.11007899356348742,0.1317290813341135,0.18852399063779987,0.3984420713867759,0.17122586307782328,8.125860962031119
2084,성동구,행당동,행당한진타운,20240121,98000,59.96,19.0,2000.0,성동구 행당동 0346-0000,2024,202401,3.5,58.5,41800,0.08117224880382776,0.13377990430622008,0.2619856459330144,0.36942583732057416,0.15361244019138756,7.310219689497042
2085,노원구,하계동,한신1,20240121,30000,27.0,4.0,1988.0,노원구 하계동 0284-0000,2024,202401,3.5,58.5,47195,0.06856658544337324,0.16781438711727936,0.18468058056997563,0.41192922979129143,0.1670092170780803,6.329893617879786
2086,성북구,돈암동,한신,20240121,90000,132.96,8.0,1998.0,성북구 돈암동 0609-0001,2024,202401,3.5,58.5,38204,0.0859072348445189,0.13035284263427913,0.19833001779918333,0.4128101769448225,0.1725997277771961,6.243843158944652
2087,도봉구,도봉동,서원,20240121,37800,49.77,4.0,1996.0,도봉구 도봉동 0641-0000,2024,202401,3.5,58.5,46010,0.05761790915018474,0.08161269289284938,0.1905672679852206,0.4002390784612041,0.2699630515105412,5.796132823935153
2088,송파구,신천동,파크리오,20240121,205000,84.9,7.0,2008.0,송파구 신천동 0017-0000,2024,202401,3.5,58.5,37702,0.13293724470850352,0.12264601347408625,0.18370378229271656,0.40493873004084663,0.155774229483847,7.869572645979376
2089,서대문구,남가좌동,DMC파크뷰자이1단지,20240121,115000,84.97,19.0,2015.0,서대문구 남가좌동 0385-0000,2024,202401,3.5,58.5,45707,0.12512306648872165,0.12035355634804297,0.21780033692869802,0.38322357625746606,0.15349946397707134,6.6479324423494015
2090,마포구,도화동,도화현대,20240121,89900,59.4,9.0,1998.0,마포구 도화동 0547-0000,2024,202401,3.5,58.5,21461,0.08303434136340339,0.09822468664088346,0.27151577279716693,0.3810633241694236,0.1661618750291226,7.625313276334186
2091,중랑구,신내동,동성7,20240121,55300,84.78,4.0,1999.0,중랑구 신내동 0797-0000,2024,202401,3.5,58.5,57327,0.0838173984335479,0.11333228670608962,0.20048144853210528,0.4059692640466098,0.19636471470685715,6.258485261159547
2092,강동구,상일동,고덕아르테온,20240121,143000,84.97,23.0,2020.0,강동구 상일동 0519-0000,2024,202401,3.5,58.5,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
2093,은평구,신사동,신사씨티,20240121,40000,58.09,20.0,1993.0,은평구 신사동 0297-0000,2024,202401,3.5,58.5,45322,0.0631260756365562,0.10507038524336966,0.23275671859141256,0.40296103437624115,0.19608578615242045,6.1339627425260215
2094,은평구,신사동,신사씨티,20240121,40000,58.09,20.0,1993.0,은평구 신사동 0297-0000,2024,202401,3.5,58.5,10830,0.06943674976915974,0.11126500461680518,0.27590027700831027,0.36611265004616805,0.1772853185595568,6.1339627425260215
2095,강동구,상일동,고덕롯데캐슬베네루체,20240121,125000,84.15,8.0,2019.0,강동구 상일동 0514-0000,2024,202401,3.5,58.5,51047,0.14866691480400415,0.1272944541305072,0.20012929261269027,0.39430328912570767,0.12960604932709072,6.780687750503237
2096,강동구,고덕동,고덕그라시움,20240121,160000,84.24,10.0,2019.0,강동구 고덕동 0693-0000,2024,202401,3.5,58.5,46811,0.14515818931447735,0.12725641409070518,0.19080985238512316,0.40830146760376834,0.12847407660592597,6.780687750503237
2097,강동구,고덕동,고덕 아이파크,20240121,107000,59.99,3.0,2011.0,강동구 고덕동 0499-0000,2024,202401,3.5,58.5,46811,0.14515818931447735,0.12725641409070518,0.19080985238512316,0.40830146760376834,0.12847407660592597,6.780687750503237
2098,동대문구,전농동,전농동삼성래미안,20240121,68500,59.93,9.0,2000.0,동대문구 전농동 0155-0000,2024,202401,3.5,58.5,50206,0.07977134207066884,0.11458789786081344,0.21905748316934232,0.3991554794247699,0.18742779747440544,6.662840571589715
2099,동대문구,답십리동,청계푸르지오시티,20240121,13700,18.92,6.0,2015.0,동대문구 답십리동 0497-0023,2024,202401,3.5,58.5,55278,0.09027099388545172,0.09607800571655993,0.2564854010637143,0.383787401859691,0.17337819747458302,6.662840571589715
2100,강동구,성내동,집앤사비키아파트,20240121,70000,72.06,3.0,2019.0,강동구 성내동 0545-0008,2024,202401,3.5,58.5,65323,0.06458674586286607,0.10022503559236409,0.27279824870260094,0.3871530701284387,0.175221591170032,6.780687750503237
2101,강남구,수서동,까치마을,20240121,120000,49.5,15.0,1993.0,강남구 수서동 0746-0000,2024,202401,3.5,58.5,21806,0.07557552967073282,0.08135375584701458,0.20150417316334954,0.3743006511969183,0.26726589012198476,8.944714059811606
2102,관악구,신림동,건영2,20240121,53000,73.48,5.0,1988.0,관악구 신림동 0721-0002,2024,202401,3.5,58.5,242441,0.041313144228905176,0.10749006974892861,0.3445374338498851,0.3389773181928799,0.16767378454964302,6.374571906375385
2103,중랑구,신내동,영풍마드레빌,20240121,70500,84.85,12.0,2004.0,중랑구 신내동 0801-0000,2024,202401,3.5,58.5,57327,0.0838173984335479,0.11333228670608962,0.20048144853210528,0.4059692640466098,0.19636471470685715,6.258485261159547
2104,서초구,서초동,삼풍아파트,20240121,302500,130.73,2.0,1988.0,서초구 서초동 1685-0000,2024,202401,3.5,58.5,106161,0.09549646291952789,0.13080133005529337,0.25029907404790835,0.3829560761484914,0.14044705682877892,8.125860962031119
2105,송파구,문정동,문정시영,20240121,58500,35.46,11.0,1989.0,송파구 문정동 0145-0000,2024,202401,3.5,58.5,61420,0.07000976880494952,0.0928036470205145,0.33230218169977205,0.3579941387170303,0.14689026375773365,7.869572645979376
2106,구로구,구로동,우성에비뉴,20240121,57000,84.99,4.0,2008.0,구로구 구로동 1284-0000,2024,202401,3.5,58.5,114035,0.062121278554829656,0.09435699565922744,0.28011575393519533,0.3794536765028281,0.1839522953479195,7.212296533394964
2107,마포구,아현동,마포래미안푸르지오3단지,20240121,133000,59.95,2.0,2014.0,마포구 아현동 0777-0000,2024,202401,3.5,58.5,28282,0.10635740046672795,0.08988048935718831,0.2827947104165193,0.3810904462202107,0.13987695353935364,7.625313276334186
2108,금천구,독산동,금천롯데캐슬골드파크1차,20240121,100000,84.44,4.0,2016.0,금천구 독산동 1147-0000,2024,202401,3.5,58.5,102304,0.062460900844541756,0.08544142946512355,0.30162065999374416,0.384051454488583,0.1664255552080075,7.518663295590256
2109,마포구,대흥동,서희스타힐스,20240121,18100,12.85,17.0,2014.0,마포구 대흥동 0012-0041,2024,202401,3.5,58.5,16319,0.08934370978613886,0.13107420797843006,0.24940253692015443,0.3810895275445799,0.14909001777069672,7.625313276334186
2110,은평구,응암동,백련산에스케이뷰아이파크,20240121,84000,59.93,20.0,2020.0,은평구 응암동 0767-0000,2024,202401,3.5,58.5,83476,0.09302074847860463,0.10249652594757774,0.23798457041544877,0.38905793281901385,0.17744022233935502,6.1339627425260215
2111,강서구,마곡동,마곡엠밸리6단지,20240121,130000,84.88,1.0,2014.0,강서구 마곡동 0743-0000,2024,202401,3.5,58.5,53920,0.12666913946587538,0.1265393175074184,0.31285237388724035,0.3450482195845697,0.08889094955489614,7.3853944332712524
2112,마포구,창전동,서강예가,20240121,134500,84.99,14.0,2007.0,마포구 창전동 0444-0000,2024,202401,3.5,58.5,14688,0.09395424836601307,0.13085511982570805,0.2730119825708061,0.37506808278867104,0.12711056644880175,7.625313276334186
2113,동작구,상도동,힐스테이트 상도 센트럴파크,20240121,125000,84.61,11.0,2012.0,동작구 상도동 0531-0000,2024,202401,3.5,58.5,113485,0.07190377582940477,0.1181742080451161,0.26234304093051947,0.373467859188439,0.17411111600652068,6.3183700971323
2114,마포구,창전동,서강예가,20240121,131000,84.99,9.0,2007.0,마포구 창전동 0444-0000,2024,202401,3.5,58.5,14688,0.09395424836601307,0.13085511982570805,0.2730119825708061,0.37506808278867104,0.12711056644880175,7.625313276334186
2115,도봉구,쌍문동,극동아파트,20240121,50000,84.9,4.0,1996.0,도봉구 쌍문동 0721-0000,2024,202401,3.5,58.5,72947,0.06444404841871496,0.10907919448366622,0.20974131903985085,0.4084198116440704,0.2083156264136976,5.796132823935153
2116,마포구,성산동,성산시영(대우),20240120,92200,50.03,7.0,1986.0,마포구 성산동 0446-0000,2024,202401,3.5,58.5,47574,0.05740530541892631,0.11167864800100895,0.3104426787741203,0.35725396224828687,0.16321940555765754,7.625313276334186
