학교종류명,설립구분,학교명,영문학교명,남녀공학구분명,고등학교구분명,고등학교일반실업구분명,특수목적고등학교계열명,Longitude,Latitude,도로명주소,구주소,동
각종학교(중),사립,선화예술중학교,Sunhwa Arts Middle School,남여공학,,일반계,,127.0876695,37.55009,서울특별시 광진구 천호대로 664 선화예술중고등학교,서울특별시 광진구 능동 25 선화예술중고등학교,능동
초등학교,공립,서울숭신초등학교,Seoul Soongshin Elementary School,남여공학,,일반계,,127.0278272,37.5679349,서울특별시 성동구 마장로 161 서울숭신초등학교,서울특별시 성동구 하왕십리동 1068 서울숭신초등학교,하왕십리동
중학교,공립,행당중학교,Haengdang Middle School,남여공학,,일반계,,127.0422956,37.554609,서울특별시 성동구 왕십리로 189 행당중학교,서울특별시 성동구 행당동 66-3 행당중학교,행당동
중학교,사립,한양대학교사범대학부속중학교,Hanyang University Middle School,남여공학,,일반계,,127.0423528,37.5618869,서울특별시 성동구 마조로 42 한양대부속중고등학교,서울특별시 성동구 사근동 223 한양대부속중고등학교,사근동
중학교,공립,자양중학교,Jayang Middle School,남여공학,,일반계,,127.0745919,37.5355857,서울특별시 광진구 뚝섬로41길 33 서울자양중학교,서울특별시 광진구 자양동 520-3 서울자양중학교,자양동
중학교,공립,용곡중학교,Yong-gok Middle School,남여공학,,일반계,,127.0889891,37.5660972,서울특별시 광진구 용마산로22길 76 용곡중학교,서울특별시 광진구 중곡동 176-77 용곡중학교,중곡동
중학교,공립,옥정중학교,Ok-Jung Middle School,남여공학,,일반계,,127.0123688,37.5416558,서울특별시 성동구 한림말길 11 옥정중학교,서울특별시 성동구 옥수동 227 옥정중학교,옥수동
중학교,공립,양진중학교,Yangjin Middle School,남여공학,,해당없음,,127.0983487,37.5450433,서울특별시 광진구 워커힐로 32 양진초중학교,서울특별시 광진구 광장동 414-1 양진초중학교,광장동
중학교,공립,신양중학교,Shinyang Middle School,남여공학,,일반계,,127.0634763,37.5335768,서울특별시 광진구 자양강변길 73 신양중학교,서울특별시 광진구 자양동 57-8 신양중학교,자양동
중학교,공립,성원중학교,Sungwon Middle School,남여공학,,일반계,,127.0520796,37.5394134,서울특별시 성동구 성덕정9가길 13 성원중학교,서울특별시 성동구 성수동2가 333-17 성원중학교,성수동2가
중학교,공립,성수중학교,Seongsu Middle School,남여공학,,일반계,,127.038654,37.5472724,"서울특별시 성동구 서울숲길 18 성수중,고등학교","서울특별시 성동구 성수동1가 685-143 성수중,고등학교",성수동1가
중학교,공립,무학중학교,Muhak Middle School,남여공학,,일반계,,127.032143,37.5576848,서울특별시 성동구 행당로 120 무학중학교,서울특별시 성동구 행당동 322-1 무학중학교,행당동
중학교,공립,마장중학교,Majang Junior High School,남여공학,,해당없음,,127.0419125,37.56875,"서울특별시 성동구 마장로35나길 31 마장초,중학교","서울특별시 성동구 마장동 766-49 마장초,중학교",마장동
중학교,사립,대원국제중학교,Daewon International Middle School,남여공학,,일반계,,127.0895522,37.5633128,서울특별시 광진구 용마산로22길 26 대원학원,서울특별시 광진구 중곡동 176-124 대원학원,중곡동
중학교,공립,동마중학교,Dongma Middle School,남여공학,,일반계,,127.0398565,37.562694,서울특별시 성동구 마조로11길 18 동마중학교,서울특별시 성동구 마장동 405-45 동마중학교,마장동
중학교,사립,동국대학교사범대학부속여자중학교,Girls Middle School Attached to College of Education/ Dongguk University,여,,일반계,,127.0869682,37.5432792,서울특별시 광진구 광나루로36길 47 동국대학교사범대학부속여자중고등학교,서울특별시 광진구 구의동 238-1 동국대학교사범대학부속여자중고등학교,구의동
중학교,공립,구의중학교,Guui Middle School,남여공학,,일반계,,127.0790789,37.5431208,서울특별시 광진구 광나루로30길 80 구의중학교,서울특별시 광진구 화양동 303-18 구의중학교,화양동
중학교,공립,광희중학교,Kwanghee Middle School,남여공학,,일반계,,127.033875,37.5511833,서울특별시 성동구 독서당로62길 46 광희중학교,서울특별시 성동구 응봉동 193 광희중학교,응봉동
중학교,공립,광진중학교,Gwangjin Middle School,남여공학,,일반계,,127.0896129,37.5322716,서울특별시 광진구 뚝섬로64길 45 광진중학교,서울특별시 광진구 자양동 693 광진중학교,자양동
중학교,공립,광장중학교,Gwangjang Middle School,남여공학,,일반계,,127.1017719,37.5472791,서울특별시 광진구 광장로1길 1 광장중학교,서울특별시 광진구 광장동 394-5 광장중학교,광장동
중학교,공립,광양중학교,Kwangyang Middle School,남여공학,,일반계,,127.0854605,37.5304018,서울특별시 광진구 자양로3길 7 서울광양중학교,서울특별시 광진구 자양동 674 서울광양중학교,자양동
중학교,공립,광남중학교,Gwangnam Middle School,남여공학,,일반계,,127.101776,37.5407382,서울특별시 광진구 아차산로70길 17-62 광남중학교,서울특별시 광진구 광장동 554-15 광남중학교,광장동
중학교,공립,경일중학교,Kyungil Middle School,남여공학,,해당없음,,127.0474705,37.543916,서울특별시 성동구 성수일로 27 경일 중.고등학교,서울특별시 성동구 성수동1가 22-27 경일 중.고등학교,성수동1가
중학교,공립,경수중학교,Gyeongsu Middle School,남여공학,,일반계,,127.0582144,37.5395819,서울특별시 성동구 뚝섬로13길 14 경수중학교,서울특별시 성동구 성수동2가 268 경수중학교,성수동2가
중학교,사립,건국대학교사범대학부속중학교,Middle School Attached To College of Education KONKUK University,남여공학,,일반계,,127.0824863,37.5412444,서울특별시 광진구 자양로 145-1 건국대학교사범대학부속중학교,서울특별시 광진구 화양동 1 건국대학교사범대학부속중학교,화양동
초등학교,사립,한양초등학교,Hanyang Elementary School,남여공학,,일반계,,127.0503868,37.5576113,서울특별시 성동구 살곶이길 208 한양초등학교,서울특별시 성동구 사근동 120-2 한양초등학교,사근동
초등학교,사립,세종초등학교,Sejong Elementary School,남여공학,,일반계,,127.0729061,37.5530324,서울특별시 광진구 군자로 114 세종초등학교,서울특별시 광진구 군자동 98 세종초등학교,군자동
초등학교,사립,성동초등학교,Sungdong Elementary School,남여공학,,일반계,,127.0895265,37.5331782,서울특별시 광진구 자양로4길 63 성동초등학교,서울특별시 광진구 자양동 694-1 성동초등학교,자양동
초등학교,공립,서울행현초등학교,Seoul Haenghyun Elementary School,남여공학,,해당없음,,127.0294047,37.5576916,서울특별시 성동구 행당로 95 행현초등학교,서울특별시 성동구 행당동 317-18 행현초등학교,행당동
초등학교,공립,서울행당초등학교,Seoul Haengdang Elementary School,남여공학,,일반계,,127.0348787,37.5569541,서울특별시 성동구 고산자로8길 6 행당초등학교,서울특별시 성동구 행당동 320-60 행당초등학교,행당동
초등학교,공립,서울중마초등학교,Seoul Jungma Elementary School,남여공학,,일반계,,127.0800646,37.5661418,서울특별시 광진구 동일로72길 43 서울중마초등학교,서울특별시 광진구 중곡동 191-69 서울중마초등학교,중곡동
초등학교,공립,서울중광초등학교,Seoul Junggwang Elementary School,남여공학,,일반계,,127.0827202,37.5652655,서울특별시 광진구 긴고랑로13길 59 중광초등학교,서울특별시 광진구 중곡동 220-22 중광초등학교,중곡동
초등학교,공립,서울장안초등학교,Seoul Jang-an Elementary School,남여공학,,일반계,,127.0722063,37.5503861,서울특별시 광진구 군자로 74 서울장안초등학교,서울특별시 광진구 군자동 365 서울장안초등학교,군자동
초등학교,공립,서울자양초등학교,Seoul jayang Elementary School,남여공학,,일반계,,127.0796624,37.5369826,서울특별시 광진구 아차산로44길 26 서울자양초등학교,서울특별시 광진구 자양동 222-6 서울자양초등학교,자양동
초등학교,공립,서울응봉초등학교,Seoul Eungbong Elementary School,남여공학,,일반계,,127.0338625,37.5505,서울특별시 성동구 독서당로62길 28 응봉초등학교,서울특별시 성동구 응봉동 193 응봉초등학교,응봉동
초등학교,공립,서울용마초등학교,Seoul Yongma Elementary School,남여공학,,일반계,,127.0844637,37.558221,서울특별시 광진구 천호대로113길 10 서울용마초등학교,서울특별시 광진구 중곡동 135-1 서울용마초등학교,중곡동
초등학교,공립,서울용답초등학교,Seoul Yongdap Elementary School,남여공학,,일반계,,127.0534183,37.5608291,서울특별시 성동구 용답25길 1 용답초등학교,서울특별시 성동구 용답동 29 용답초등학교,용답동
초등학교,공립,서울용곡초등학교,Seoul Yong-gok Elementary School,남여공학,,일반계,,127.0884712,37.5671118,서울특별시 광진구 용마산로22길 82 서울용곡초등학교,서울특별시 광진구 중곡동 176-1 서울용곡초등학교,중곡동
초등학교,공립,서울옥정초등학교,Seoul Okjeong Elementary School,남여공학,,일반계,,127.015406,37.5419058,서울특별시 성동구 한림말길 43 옥정초등학교,서울특별시 성동구 옥수동 233-16 옥정초등학교,옥수동
초등학교,공립,서울옥수초등학교,Seoul Oksu Elementary School,남여공학,,일반계,,127.0221279,37.5460894,서울특별시 성동구 금호로1길 25 옥수초등학교,서울특별시 성동구 금호동4가 440-12 옥수초등학교,금호동4가
초등학교,공립,서울양진초등학교,Seoul Yangjin Elementary School,남여공학,,해당없음,,127.0983487,37.5450433,서울특별시 광진구 워커힐로 32 양진초중학교,서울특별시 광진구 광장동 414-1 양진초중학교,광장동
초등학교,공립,서울양남초등학교,Seoul Yangnam Elementary School,남여공학,,일반계,,127.0896505,37.5310737,서울특별시 광진구 뚝섬로64길 71 서울양남초등학교,서울특별시 광진구 자양동 692 서울양남초등학교,자양동
초등학교,공립,서울신자초등학교,Seoul Sinja Elementary School,남여공학,,일반계,,127.0755971,37.5302699,서울특별시 광진구 뚝섬로46길 64 서울신자초등학교,서울특별시 광진구 자양동 591 서울신자초등학교,자양동
초등학교,공립,서울신양초등학교,Seoul Sinyang Elementary School,남여공학,,일반계,,127.0692999,37.5348621,서울특별시 광진구 능동로 42 서울신양초등학교,서울특별시 광진구 자양동 504 서울신양초등학교,자양동
초등학교,공립,서울송원초등학교,Seoul Songwon Elementary School,남여공학,,해당없음,,127.0697525,37.5539935,서울특별시 성동구 동일로43길 9 송원초등학교,서울특별시 성동구 송정동 72-8 송원초등학교,송정동
초등학교,공립,서울성자초등학교,Seoul Seongja Elementary School,남여공학,,일반계,,127.08305,37.5313435,서울특별시 광진구 뚝섬로56길 7 서울성자초등학교,서울특별시 광진구 자양동 662 서울성자초등학교,자양동
초등학교,공립,서울성수초등학교,Seoul Seongsu Elementary School,남여공학,,일반계,,127.0633521,37.5441946,서울특별시 성동구 아차산로17길 21 성수초등학교,서울특별시 성동구 성수동2가 277-32 성수초등학교,성수동2가
초등학교,공립,서울사근초등학교,Seoul Sageun Elementary School,남여공학,,일반계,,127.0477648,37.5629618,서울특별시 성동구 사근동11길 16 사근초등학교,서울특별시 성동구 사근동 291-5 사근초등학교,사근동
초등학교,공립,서울무학초등학교,Seoul Muhak Elementary School,남여공학,,일반계,,127.0296976,37.5632433,서울특별시 성동구 무학봉15길 21 무학초등학교,서울특별시 성동구 하왕십리동 950-1 무학초등학교,하왕십리동
초등학교,공립,서울마장초등학교,Seoul Majang Elementary School,남여공학,,해당없음,,127.0419125,37.56875,"서울특별시 성동구 마장로35나길 31 마장초,중학교","서울특별시 성동구 마장동 766-49 마장초,중학교",마장동
초등학교,공립,서울동호초등학교,Seoul Dongho Elementary School,남여공학,,해당없음,,127.0098798,37.5462917,서울특별시 성동구 매봉길 49-35 동호초등학교,서울특별시 성동구 옥수동 556-1 동호초등학교,옥수동
초등학교,공립,서울동자초등학교,Seoul Dongja Elementary School,남여공학,,일반계,,127.0727057,37.5348077,서울특별시 광진구 뚝섬로 561 동자초등학교,서울특별시 광진구 자양동 516-4 동자초등학교,자양동
초등학교,공립,서울동의초등학교,Seoul Dongeui Elementary School,남여공학,,일반계,,127.0990096,37.5536236,서울특별시 광진구 영화사로 111 서울동의초등학교,서울특별시 광진구 구의동 4-5 서울동의초등학교,구의동
초등학교,공립,서울동명초등학교,Seoul Dongmyeong Elementary School,남여공학,,일반계,,127.0358408,37.5688524,서울특별시 성동구 마장로29길 29 동명초등학교,서울특별시 성동구 마장동 556 동명초등학교,마장동
초등학교,공립,서울금호초등학교,Seoul Geumho Elementary School,남여공학,,일반계,,127.0198751,37.5527068,서울특별시 성동구 무수막길 69 금호초등학교,서울특별시 성동구 금호동2가 511 금호초등학교,금호동2가
초등학교,공립,서울금옥초등학교,Seoul Geumok Elementary School,남여공학,,일반계,,127.0177543,37.5464151,서울특별시 성동구 독서당로 251 금옥초등학교,서울특별시 성동구 금호동4가 987 금옥초등학교,금호동4가
초등학교,공립,서울금북초등학교,Seoul Geumbuk Elementary School,남여공학,,일반계,,127.0233723,37.5573416,서울특별시 성동구 행당로1길 13 서울금북초등학교,서울특별시 성동구 금호동1가 48-2 서울금북초등학교,금호동1가
초등학교,공립,서울구의초등학교,Seoul Guui Elementary School,남여공학,,일반계,,127.0807233,37.5430129,서울특별시 광진구 광나루로30길 49 서울구의초등학교,서울특별시 광진구 화양동 303-9 서울구의초등학교,화양동
초등학교,공립,서울구남초등학교,Seoul Gunam Elementary School,남여공학,,일반계,,127.0922387,37.5371569,서울특별시 광진구 구의강변로 69 서울구남초등학교,서울특별시 광진구 구의동 587-95 서울구남초등학교,구의동
초등학교,공립,서울광진초등학교,Seoul Gwangjin Elementary School,남여공학,,일반계,,127.0913325,37.5476114,서울특별시 광진구 자양로40길 41 광진초등학교,서울특별시 광진구 구의동 60-44 광진초등학교,구의동
초등학교,공립,서울광장초등학교,Seoul Gwangjang Elementary School,남여공학,,일반계,,127.1010612,37.5486255,서울특별시 광진구 광장로1길 27 서울광장초등학교,서울특별시 광진구 광장동 389-1 서울광장초등학교,광장동
초등학교,공립,서울광남초등학교,Seoul Gwangnam Elementary School,남여공학,,일반계,,127.1006345,37.540931,서울특별시 광진구 아차산로70길 35 서울광남초등학교,서울특별시 광진구 광장동 554 서울광남초등학교,광장동
초등학교,공립,서울경일초등학교,Seoul Gyeongil Elementary School,남여공학,,일반계,,127.0472155,37.5406565,서울특별시 성동구 뚝섬로 332 경일초등학교,서울특별시 성동구 성수동1가 656-32 경일초등학교,성수동1가
초등학교,공립,서울경수초등학교,Seoul Gyeongsu Elementary School,남여공학,,일반계,,127.0583269,37.5403568,서울특별시 성동구 뚝섬로13길 22 경수초등학교,서울특별시 성동구 성수동2가 268 경수초등학교,성수동2가
초등학교,공립,서울경동초등학교,Seoul Kyungdong Elementary School,남여공학,,일반계,,127.0503405,37.5433367,서울특별시 성동구 성수일로 34 경동초등학교,서울특별시 성동구 성수동1가 19-1 경동초등학교,성수동1가
초등학교,사립,경복초등학교,Kyungbok Elementary School,남여공학,,일반계,,127.0868137,37.5498239,서울특별시 광진구 천호대로130길 58 경복초등학교,서울특별시 광진구 능동 25 경복초등학교,능동
중학교,사립,중앙대학교사범대학부속중학교,Chung-ang University Middle school,남여공학,,일반계,,126.9612373,37.50416,서울특별시 동작구 서달로 124 중앙대학교 사범대학 부속중학교,서울특별시 동작구 흑석동 86 중앙대학교 사범대학 부속중학교,흑석동
중학교,공립,장승중학교,Jangseung Middle School,남여공학,,일반계,,126.9407862,37.5038745,서울특별시 동작구 장승배기로10가길 25 장승중학교,서울특별시 동작구 상도동 175-1 장승중학교,상도동
중학교,공립,인헌중학교,Inhun Middle School,남여공학,,일반계,,126.9693249,37.4731894,서울특별시 관악구 인헌9길 35 서울인헌중학교,서울특별시 관악구 봉천동 1647 서울인헌중학교,봉천동
중학교,공립,영등포중학교,Yeongdeungpo Middle School,남여공학,,일반계,,126.934123,37.5084867,"서울특별시 동작구 등용로8길 5 영등포고등학교, 영등포중학교","서울특별시 동작구 대방동 13-2 영등포고등학교, 영등포중학교",대방동
중학교,공립,신림중학교,Shillim Middle School,남여공학,,일반계,,126.9454398,37.4705393,서울특별시 관악구 신림로 40 서울신림중학교,서울특별시 관악구 신림동 133 서울신림중학교,신림동
중학교,공립,신관중학교,Shingwan Middle School,남여공학,,일반계,,126.9344031,37.4800795,서울특별시 관악구 신림로48길 17-16 서울신관중학교,서울특별시 관악구 신림동 87-81 서울신관중학교,신림동
중학교,사립,숭의여자중학교,Soongeui Girls Middle School,여,,일반계,,126.9288774,37.5078816,서울특별시 동작구 여의대방로36길 79 숭의여자중고등학교,서울특별시 동작구 대방동 15-46 숭의여자중고등학교,대방동
중학교,사립,성보중학교,Sungbo Middle School,남여공학,,일반계,,126.9198421,37.4798709,"서울특별시 관악구 남부순환로156길 39 서울성보고등학교, 서울성보중학교","서울특별시 관악구 신림동 1690 서울성보고등학교, 서울성보중학교",신림동
중학교,사립,성남중학교,Sungnam Middle School,남,,일반계,,126.9263282,37.5051676,"서울특별시 동작구 대방동길 74 성남고등학교, 성남중학교","서울특별시 동작구 대방동 375-1 성남고등학교, 성남중학교",대방동
중학교,사립,서울문영여자중학교,Seoul Moonyoung girls’ Middle School,여,,일반계,,126.9505954,37.4723799,서울특별시 관악구 관악로 85 문영학원,서울특별시 관악구 봉천동 1695 문영학원,봉천동
중학교,공립,상현중학교,Sang-Hyun Middle School,남여공학,,일반계,,126.9611626,37.494303,서울특별시 동작구 사당로2길 2-19 상현중학교,서울특별시 동작구 상도동 111-52 상현중학교,상도동
중학교,공립,상도중학교,Sangdo Middle School,남여공학,,일반계,,126.9614002,37.4909535,서울특별시 동작구 사당로2가길 72 상도중학교,서울특별시 동작구 사당동 181-20 상도중학교,사당동
중학교,공립,삼성중학교,Samsung Middle School,남여공학,,일반계,,126.942962,37.4675139,서울특별시 관악구 신림로3가길 39-24 서울삼성중학교,서울특별시 관악구 신림동 220-1 서울삼성중학교,신림동
중학교,공립,사당중학교,Sadang Middle School,남여공학,,일반계,,126.9689838,37.4876936,서울특별시 동작구 사당로9가길 58 사당중학교,서울특별시 동작구 사당동 209-16 사당중학교,사당동
중학교,공립,봉원중학교,Bong-won Middle School,남여공학,,일반계,,126.9585007,37.4840294,서울특별시 관악구 관악로24가길 15 서울봉원중학교,서울특별시 관악구 봉천동 25-19 서울봉원중학교,봉천동
중학교,공립,봉림중학교,Bongrim Middle School,남여공학,,일반계,,126.9382887,37.4805897,서울특별시 관악구 장군봉길 72 서울봉림중학교,서울특별시 관악구 봉천동 1531-38 서울봉림중학교,봉천동
중학교,공립,미성중학교,Misung Middle School,남여공학,,일반계,,126.9121554,37.4753631,서울특별시 관악구 문성로16길 40 서울미성중학교,서울특별시 관악구 신림동 745-24 서울미성중학교,신림동
중학교,공립,문창중학교,Munchang Middle School,남여공학,,일반계,,126.9223655,37.495809,서울특별시 동작구 여의대방로22나길 40 문창중학교,서울특별시 동작구 신대방동 364-58 문창중학교,신대방동
중학교,공립,동작중학교,Dongjak Middle School,남여공학,,일반계,,126.9771205,37.4955238,서울특별시 동작구 동작대로39가길 83 동작중학교,서울특별시 동작구 동작동 59-1 동작중학교,동작동
중학교,사립,동양중학교,Dongyang Middle School,남,,일반계,,126.9574751,37.5098175,서울특별시 동작구 흑석로9길 94 동양중학교,서울특별시 동작구 흑석동 198-79 동양중학교,흑석동
중학교,공립,대방중학교,Daebang Middle School,남여공학,,일반계,,126.9138125,37.4954763,서울특별시 동작구 여의대방로10길 24 대방중학교,서울특별시 동작구 신대방동 492-200 대방중학교,신대방동
중학교,공립,당곡중학교,Dang-gok Middle School,남여공학,,일반계,,126.933197,37.4924432,서울특별시 관악구 봉천로13길 101 서울당곡중학교,서울특별시 관악구 봉천동 682 서울당곡중학교,봉천동
중학교,공립,남성중학교,Namsung Middle School,남여공학,,일반계,,126.972562,37.4789553,서울특별시 동작구 남부순환로269길 166 남성중학교,서울특별시 동작구 사당동 304-45 남성중학교,사당동
중학교,공립,남서울중학교,Namseoul Middle School,남여공학,,일반계,,126.9213294,37.4820957,서울특별시 관악구 남부순환로172길 97 서울남서울중학교,서울특별시 관악구 신림동 1690-3 서울남서울중학교,신림동
중학교,사립,남강중학교,Namkang Middle School,남,,일반계,,126.9256469,37.472435,서울특별시 관악구 난곡로34길 80,서울특별시 관악구 신림동 627-1,신림동
중학교,공립,난우중학교,Nanwoo Middle School,남여공학,,일반계,,126.9229671,37.4667811,서울특별시 관악구 난곡로16길 32 서울난우중학교,서울특별시 관악구 신림동 652-156 서울난우중학교,신림동
중학교,공립,국사봉중학교,Kuksabong Middle School,남여공학,,일반계,,126.9441143,37.4936278,서울특별시 동작구 양녕로20길 20 국사봉중학교,서울특별시 동작구 상도동 214-437 국사봉중학교,상도동
중학교,공립,구암중학교,Guahm Middle School,남여공학,,해당없음,,126.9485338,37.4929244,서울특별시 관악구 성현로 53 서울구암중학교,서울특별시 관악구 봉천동 1712-5 서울구암중학교,봉천동
중학교,사립,광신중학교,Kwangshin Middle School,남여공학,,일반계,,126.9251089,37.4651299,서울특별시 관악구 광신길 141 광신학원,서울특별시 관악구 신림동 328 광신학원,신림동
중학교,공립,관악중학교,Gwanak Middle School,남여공학,,일반계,,126.9618498,37.480676,서울특별시 관악구 남부순환로237길 60 서울관악중학교,서울특별시 관악구 봉천동 100-569 서울관악중학교,봉천동
중학교,공립,강현중학교,Gang-hyeon Middle School,남여공학,,일반계,,126.9309903,37.5033762,서울특별시 동작구 상도로13라길 22 강현중학교,서울특별시 동작구 상도동 335-5 강현중학교,상도동
중학교,공립,강남중학교,Gangnam Middle School,남여공학,,일반계,,126.9224879,37.5027707,서울특별시 동작구 대방동15길 29 강남중학교,서울특별시 동작구 대방동 390-6 강남중학교,대방동
초등학교,사립,중앙대학교사범대학부속초등학교,Elementary School Attached to College of Education/ Chung-Ang University,남여공학,,일반계,,126.9598622,37.5053679,서울특별시 동작구 서달로 135 중앙대부속초등학교,서울특별시 동작구 흑석동 233-2 중앙대부속초등학교,흑석동
초등학교,공립,서울흑석초등학교,Seoul Heukseok Elementary School,남여공학,,일반계,,126.9652368,37.5084262,서울특별시 동작구 현충로 87 서울흑석초등학교,서울특별시 동작구 흑석동 7-1 서울흑석초등학교,흑석동
초등학교,공립,서울행림초등학교,Seoul Haenglim Elementary School,남여공학,,일반계,,126.9644062,37.4831175,서울특별시 동작구 솔밭로 47 행림초등학교,서울특별시 동작구 사당동 236-21 행림초등학교,사당동
초등학교,공립,서울청룡초등학교,Seoul Cheongryong Elementary School,남여공학,,일반계,,126.9511891,37.4757971,서울특별시 관악구 관악로5길 61 서울청룡초등학교,서울특별시 관악구 봉천동 390-3 서울청룡초등학교,봉천동
초등학교,공립,서울조원초등학교,Seoul Jowon Elementary School,남여공학,,해당없음,,126.90962,37.48423,서울특별시 관악구 조원로 67 서울조원초등학교,서울특별시 관악구 신림동 548-2 서울조원초등학교,신림동
초등학교,공립,서울인헌초등학교,Seoul Inhun Elementary School,남여공학,,일반계,,126.9599383,37.4766138,서울특별시 관악구 낙성대로 23 서울인헌초등학교,서울특별시 관악구 봉천동 212-3 서울인헌초등학교,봉천동
초등학교,공립,서울은천초등학교,Seoul Euncheon Elementary School,남여공학,,일반계,,126.9428029,37.4870225,서울특별시 관악구 은천로 69 서울은천초등학교,서울특별시 관악구 봉천동 622-1 서울은천초등학교,봉천동
초등학교,공립,서울은로초등학교,Seoul Eunlo Elementary School,남여공학,,일반계,,126.9599576,37.5032908,서울특별시 동작구 서달로 115 은로초등학교,서울특별시 동작구 흑석동 245-1 은로초등학교,흑석동
초등학교,공립,서울원신초등학교,Seoul Wonshin Elementary School,남여공학,,일반계,,126.927304,37.4671884,서울특별시 관악구 광신길 177 서울원신초등학교,서울특별시 관악구 신림동 336 서울원신초등학교,신림동
초등학교,공립,서울원당초등학교,Seoul Wondang Elementary School,남여공학,,일반계,,126.956501,37.4812297,서울특별시 관악구 봉천로 505 서울원당초등학교,서울특별시 관악구 봉천동 1669-1 서울원당초등학교,봉천동
초등학교,공립,서울영화초등학교,Seoul Younghwa Elementary School,남여공학,,일반계,,126.9328621,37.5089181,서울특별시 동작구 등용로8길 3 영화초등학교,서울특별시 동작구 대방동 44-3 영화초등학교,대방동
초등학교,공립,서울영본초등학교,Seoul Yeongbon Elementary School,남여공학,,일반계,,126.9485634,37.5106172,서울특별시 동작구 만양로12가길 69 서울영본초등학교,서울특별시 동작구 본동 441-11 서울영본초등학교,본동
초등학교,공립,서울신우초등학교,Seoul Sinwoo Elementary School,남여공학,,일반계,,126.9328163,37.4625902,서울특별시 관악구 호암로 498 서울신우초등학교,서울특별시 관악구 신림동 315 서울신우초등학교,신림동
초등학교,공립,서울신성초등학교,Seoul Sinseong Elementary School,남여공학,,일반계,,126.9373281,37.4718057,서울특별시 관악구 신림로 114 서울신성초등학교,서울특별시 관악구 신림동 117-4 서울신성초등학교,신림동
초등학교,공립,서울신상도초등학교,Seoul Sinsangdo Elementary School,남여공학,,일반계,,126.9440875,37.5003417,서울특별시 동작구 장승배기로 14 서울신상도초등학교,서울특별시 동작구 상도동 산65-59 서울신상도초등학교,상도동
초등학교,공립,서울신봉초등학교,Seoul Sinbong Elementary School,남여공학,,일반계,,126.9491806,37.4854265,서울특별시 관악구 양녕로6나길 1 서울신봉초등학교,서울특별시 관악구 봉천동 458 서울신봉초등학교,봉천동
초등학교,공립,서울신림초등학교,Seoul Sillim Elementary School,남여공학,,일반계,,126.927463,37.476951,서울특별시 관악구 문성로28길 31 서울신림초등학교,서울특별시 관악구 신림동 418-20 서울신림초등학교,신림동
초등학교,공립,서울신남성초등학교,Seoul Shinnamsung Elementary School,남여공학,,일반계,,126.9652047,37.4889471,서울특별시 동작구 사당로 146 서울신남성초등학교,서울특별시 동작구 사당동 199-1 서울신남성초등학교,사당동
초등학교,공립,서울신길초등학교,Seoul Sin-gil Elementary School,남여공학,,일반계,,126.9269611,37.5104701,서울특별시 동작구 알마타길 16 서울신길초등학교,서울특별시 동작구 대방동 351-6 서울신길초등학교,대방동
초등학교,공립,서울상현초등학교,SangHyeon Elementary School,남여공학,,해당없음,,126.9526547,37.4949131,서울특별시 동작구 상도로58길 21 서울상현초등학교,서울특별시 동작구 상도동 531-1 서울상현초등학교,상도동
초등학교,공립,서울상도초등학교,Seoul Sangdo Elementary School,남여공학,,일반계,,126.9374476,37.4997473,서울특별시 동작구 성대로21길 62 상도초등학교,서울특별시 동작구 상도동 238-2 상도초등학교,상도동
초등학교,공립,서울삼일초등학교,Seoul Samil Elementary School,남여공학,,해당없음,,126.9751989,37.4882458,서울특별시 동작구 사당로23나길 27 서울삼일초등학교,서울특별시 동작구 사당동 105-23 서울삼일초등학교,사당동
초등학교,공립,서울삼성초등학교,Seoul Samseong Elementary School,남여공학,,일반계,,126.941,37.46791,서울특별시 관악구 대학7길 52 서울삼성초등학교,서울특별시 관악구 신림동 233-1 서울삼성초등학교,신림동
초등학교,공립,서울사당초등학교,Seoul Sadang Elementary School,남여공학,,일반계,,126.973712,37.4736311,서울특별시 관악구 남현4길 51 서울사당초등학교,서울특별시 관악구 남현동 1080-1 서울사당초등학교,남현동
초등학교,공립,서울봉현초등학교,Seoul Bonghyun Elementary School,남여공학,,일반계,,126.9552516,37.4911218,서울특별시 관악구 성현로 117 서울봉현초등학교,서울특별시 관악구 봉천동 1704 서울봉현초등학교,봉천동
초등학교,공립,서울봉천초등학교,Seoul Bongcheon Elementary School,남여공학,,일반계,,126.9582882,37.4830879,서울특별시 관악구 행운1라길 17 서울봉천초등학교,서울특별시 관악구 봉천동 28-6 서울봉천초등학교,봉천동
초등학교,공립,서울본동초등학교,Seoul Bondong Elementary School,남여공학,,일반계,,126.9535754,37.5100424,서울특별시 동작구 노량진로26길 16-40 서울본동초등학교,서울특별시 동작구 본동 50-8 서울본동초등학교,본동
초등학교,공립,서울보라매초등학교,Seoul Boramae Elementary School,남여공학,,해당없음,,126.91609,37.4959,서울특별시 동작구 여의대방로16길 30 서울보라매초등학교,서울특별시 동작구 신대방동 488-1 서울보라매초등학교,신대방동
초등학교,공립,서울미성초등학교,Seoul Misung Elementary School,남여공학,,일반계,,126.9126553,37.4781377,서울특별시 관악구 문성로 79 서울미성초등학교,서울특별시 관악구 신림동 768-21 서울미성초등학교,신림동
